"30724","6","3","2000","1","PP","F","21","20"
"30725","6","3","2000","1","DM","M","35","49"
"30726","6","3","2000","1","PB","F","27","30"
"30727","6","3","2000","1","DO","F","34","50"
"30728","6","3","2000","1","DO","M","35","54"
"30729","6","3","2000","1","PB","F","25","28"
"30730","6","3","2000","1","PP","F","21","14"
"30731","6","3","2000","2","PB","M","26","18"
"30732","6","3","2000","2","PB","M","27","43"
"30733","6","3","2000","2","PP","M","27","10"
"30734","6","3","2000","2","PB","M","27","29"
"30735","6","3","2000","2","PB","M","27","27"
"30736","6","3","2000","2","PB","F","25","33"
"30737","6","3","2000","2","PB","F","26","40"
"30738","6","3","2000","2","SH","M","28","48"
"30739","6","3","2000","2","DO","M","34","31"
"30740","6","3","2000","2","PP","M","22","14"
"30741","6","3","2000","2","NL","F","33","158"
"30742","6","3","2000","12","DM","F","36","47"
"30743","6","3","2000","12","DM","M","35","32"
"30744","6","3","2000","12","OT","F","20","26"
"30745","6","3","2000","12","SH","M","29","82"
"30746","6","3","2000","12","PP","F","21","12"
"30747","6","3","2000","12","OT","F","20","18"
"30748","6","3","2000","12","DO","M","36","47"
"30749","6","3","2000","12","PP","M","21","18"
"30750","6","3","2000","12","PB","F","26","33"
"30751","6","3","2000","12","PB","F","26","39"
"30752","6","3","2000","12","DO","M","35","53"
"30753","6","3","2000","12","NL",,,
"30754","6","3","2000","19","PP","M","23","20"
"30755","6","3","2000","19","PB","M","26","41"
"30756","6","3","2000","19","PP","F","23","19"
"30757","6","3","2000","19","PP","F","22","18"
"30758","6","3","2000","19","PB","M","26","29"
"30759","6","3","2000","19","PB","M","26","16"
"30760","6","3","2000","19","PB","F","26","31"
"30761","6","3","2000","19","OT","F","26","30"
"30762","6","3","2000","18","PB","M","25","27"
"30763","6","3","2000","18","PB","M","26","18"
"30764","6","3","2000","18","PB","F","25","35"
"30765","6","3","2000","18","SH","M","26","35"
"30766","6","3","2000","18","PB","F","25","30"
"30767","6","3","2000","17","DM","F","34","38"
"30768","6","3","2000","17","DM","M","37","43"
"30769","6","3","2000","17","DO","M","35","24"
"30770","6","3","2000","17","PP","M","22","22"
"30771","6","3","2000","17","PP","M","23","15"
"30772","6","3","2000","17","DM","F","35","43"
"30773","6","3","2000","17","PP","F","20","11"
"30774","6","3","2000","17","PP","M","22","18"
"30775","6","3","2000","17","PP","F","22","19"
"30776","6","3","2000","17","DO","F","36","55"
"30777","6","3","2000","20","PB","F","25","37"
"30778","6","3","2000","20","PP","M","22","11"
"30779","6","3","2000","20","PB","F","26","17"
"30780","6","3","2000","20","PP","M","22","18"
"30781","6","3","2000","20","PP","F","22","16"
"30782","6","3","2000","20","NL","F","33","170"
"30783","6","3","2000","21","PB","F","25","24"
"30784","6","3","2000","21","PB","F","26","24"
"30785","6","3","2000","21","PB","F","25","35"
"30786","6","3","2000","21","PB","F","26","26"
"30787","6","3","2000","21","PP","M","20","10"
"30788","6","3","2000","21","PB","F","25","39"
"30789","6","3","2000","21","PB","M","26","36"
"30790","6","3","2000","21","PB","F","25","25"
"30791","6","3","2000","22","PB","F","26","30"
"30792","6","3","2000","22","DM","M","36","54"
"30793","6","3","2000","22","PB","M","26","18"
"30794","6","3","2000","22","PB","F","26","36"
"30795","6","3","2000","24","PE","M","20","20"
"30796","6","3","2000","24","PP","M",,
"30797","6","3","2000","24","PB","M",,
"30798","6","3","2000","24","PP","F","22",
"30799","6","3","2000","24","PP","M","22",
"30800","6","3","2000","24","RM","M","17","10"
"30801","6","3","2000","24","PP","F","21","17"
"30802","6","3","2000","23",,,,
"30803","6","4","2000","3","OT","M","20","32"
"30804","6","4","2000","3","PB","F","25","31"
"30805","6","4","2000","3","PB","M","26","25"
"30806","6","4","2000","3","PB","F","26","32"
"30807","6","4","2000","3","PB","M","26","22"
"30808","6","4","2000","3","PB","F","26","34"
"30809","6","4","2000","3","PP","M","22","20"
"30810","6","4","2000","3","PB","F","26","22"
"30811","6","4","2000","3","PB","M","26","21"
"30812","6","4","2000","3","PB","F","26","36"
"30813","6","4","2000","3","PB","F","26","33"
"30814","6","4","2000","3","PB","M","26","36"
"30815","6","4","2000","3","PB","M","25","20"
"30816","6","4","2000","4","PP",,,
"30817","6","4","2000","4","PP","M","22","20"
"30818","6","4","2000","4","PP","M","22","21"
"30819","6","4","2000","4","PB","F","25","33"
"30820","6","4","2000","4","PP","F","21","14"
"30821","6","4","2000","4","PP","F","22","20"
"30822","6","4","2000","4","PP","F","22","15"
"30823","6","4","2000","4","DM","M","35","23"
"30824","6","4","2000","4","PB","M","31","31"
"30825","6","4","2000","4","PB","F","25","32"
"30826","6","4","2000","4","DM","M","36","46"
"30827","6","4","2000","4","PB","F","26","31"
"30828","6","4","2000","4","PB","M","27","28"
"30829","6","4","2000","4","DM","F","39",
"30830","6","4","2000","6","PP","M","21","16"
"30831","6","4","2000","6","PP","F","21","9"
"30832","6","4","2000","6","PP","M","20","9"
"30833","6","4","2000","6","PP","M","20","9"
"30834","6","4","2000","6","PP","F","21","11"
"30835","6","4","2000","6","PB","F","25","34"
"30836","6","4","2000","6","PB","F","26","36"
"30837","6","4","2000","6","PB","F","25","20"
"30838","6","4","2000","6","PP","F","22","18"
"30839","6","4","2000","6","PP","M","22","17"
"30840","6","4","2000","6","PB","M","25","32"
"30841","6","4","2000","6","PB","F","25","21"
"30842","6","4","2000","11","PP","M","22","14"
"30843","6","4","2000","11","PP","M","21","19"
"30844","6","4","2000","11","PP","F","22","21"
"30845","6","4","2000","11","DM","M","35","35"
"30846","6","4","2000","11","PP","M","22","18"
"30847","6","4","2000","11","DO","M","36",
"30848","6","4","2000","11","DM","M","33","47"
"30849","6","4","2000","11","PB","F","26",
"30850","6","4","2000","11","DM","M","37","48"
"30851","6","4","2000","11","PB","F","26","25"
"30852","6","4","2000","11","PP","F","22","17"
"30853","6","4","2000","9","PB","M","26","36"
"30854","6","4","2000","9","DM","M","36","46"
"30855","6","4","2000","9","PB","M","26","18"
"30856","6","4","2000","9","PP","F","22","20"
"30857","6","4","2000","9","DO","M","35","44"
"30858","6","4","2000","9","DM","M","35","45"
"30859","6","4","2000","9","OT","M","20","26"
"30860","6","4","2000","9","PP","M","22","19"
"30861","6","4","2000","9","PP","M","21","17"
"30862","6","4","2000","9","OT","F","20","31"
"30863","6","4","2000","9","PP","F","23","21"
"30864","6","4","2000","8","DO","M","36","35"
